UniqueID,Variable,Component,EMS_Code,CAS_ number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
753,Temperature,Total,EMS_0013,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with Bull Trout and/or Dolly Varden: Short-term daily temperature max is 15 degrees; Short-term max incubation temperature is 10 degrees; minimum incubation temperature is 2 degrees; short-term spawning temperature max is 10 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
754,Temperature,Total,EMS_0013,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with known fish distribution: +/- 1 degree change beyond optimum temperature range for life history phase of the most sensitive salmonid species present (optimum temperatures are availabe in the temperature overview report); hourly rate of change not to exceed 1 degree.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
755,Temperature,Total,EMS_0013,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with unknown fish distribution: mean weekly short-term temperature (defined as the average of the warmest daily short-term temperatures for 7 consecutive days) is 18 degrees; short-term daily temperature max of 19 degrees; hourly rate of change not to exceed 1 degree; short-term incubation temperature max of 12 degrees (in spring and fall).,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
756,Temperature,Total,EMS_0013,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Applies to lakes and impoundments: +/- of 1 degree change from abient background temperature.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
757,Temperature,Total,EMS_0013,(NA),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.  The natural temperature cycles characteristic of the site should not be altered in amplitude or frequency by human activities.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
758,Temperature,Total,EMS_0013,(NA),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,15,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
759,Temperature,Total,EMS_0013,(NA),Recreation,Water,Primary Contact,1,1,max,Should not cause an appreciable increase or decrease in the deep body temperature of swimmers.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
760,Temperature,Total,EMS_0013,(NA),Wildlife,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
761,Temperature,Total,EMS_TEMF,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
762,Temperature,Total,EMS_TEMF,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
763,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Estuarine,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.  The natural temperature cycles characteristic of the site should not be altered in amplitude or frequency by human activities.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
764,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with Bull Trout and/or Dolly Varden: Short-term daily temperature max is 15 degrees; Short-term max incubation temperature is 10 degrees; minimum incubation temperature is 2 degrees; short-term spawning temperature max is 10 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
765,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with known fish distribution: +/- 1 degree change beyond optimum temperature range for life history phase of the most sensitive salmonid species present (optimum temperatures are availabe in the temperature overview report); hourly rate of change not to exceed 1 degree.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
766,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Streams with unknown fish distribution: mean weekly short-term temperature (defined as the average of the warmest daily short-term temperatures for 7 consecutive days) is 18 degrees; short-term daily temperature max of 19 degrees; hourly rate of change not to exceed 1 degree; short-term incubation temperature max of 12 degrees (in spring and fall).,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
767,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,Applies to lakes and impoundments: +/- of 1 degree change from abient background temperature.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
768,Temperature,Total,EMS_TEMF,(NA),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.  The natural temperature cycles characteristic of the site should not be altered in amplitude or frequency by human activities.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
769,Temperature,Total,EMS_TEMF,(NA),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,15,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
770,Temperature,Total,EMS_TEMF,(NA),Recreation,Water,Primary Contact,1,1,max,Should not cause an appreciable increase or decrease in the deep body temperature of swimmers.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
771,Temperature,Total,EMS_TEMF,(NA),Wildlife,Water,Long-term chronic,30,5,mean,Max of +/- 1 degree change from ambient background temperature.  Hourly rate of change up to 0.5 degrees.,,,,No Effect,,,,C,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/temperature-tech.pdf
772,Tetrachloromethane (carbon tetrachloride),Total,EMS_C034,(56-23-5),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
773,Tetrachloromethane (carbon tetrachloride),Total,EMS_C034,(56-23-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,13.3,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
774,Thallium,Total,EMS_TL_T,(7440-28-0),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,"30-day average, site-specific objective for the lower Columbia River, B.C.",,,,No Effect,Upper Limit,0.8,,ug/L,Working,"MacDonald Environmental Sciences Ltd. 1997. Lower Columbia River from Birchbank to the international border: Water quality assessment and recommended objectives technical report.  Prepared for Environment Canada and BC Ministry of Environment, Lands and Parks.  218 pp.",https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_birchbank_border.pdf,,
775,"Tin, Tributyltin",Total,EMS_TRSN,(36643-28-4),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,250,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
776,"Tin, Tributyltin",Total,EMS_TRSN,(36643-28-4),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.008,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
777,"Tin, Tributyltin",Total,EMS_TRSN,(36643-28-4),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.001,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
778,"Tin, Tricyclohexyltin",Total,,(Various Compounds),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,250,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
779,"Tin, Triethyltin",Total,,(Various Compounds),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.4,,ug/L,Working,"Ontario Ministry of Environment and Energy.  1994. Water Management Policies, Guidelines, Provincial Water Quality Objectives of the Ministry of Environment and Energy. 32 p.",,,
780,"Tin, Triphenyltin",Total,,(668-34-8),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,820,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
781,"Tin, Triphenyltin",Total,,(668-34-8),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.022,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
782,Toluene,Total,EMS_T001,(108-88-3),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.5,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/toluene-or.pdf,
783,Toluene,Total,EMS_T001,(108-88-3),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.06,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
784,Toluene,Total,EMS_T001,(108-88-3),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,0.024,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
785,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"Low tolerance crops (strawberry, raspberry, bean, carrot).",No Effect,Upper Limit,500,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
786,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"Slightly tolerant crops (all other fruits and berries, onions, parsnip, radish, pea, pumpkin, lettuce, pepper, muskmelon, sweet potato, sweet corn, potato, celery, cabbage kohlrabi, cauliflower, cowpea, broadbean, flax, sunflower, corn, clover).",No Effect,Upper Limit,800,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
787,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"Moderately tolerant crops (spinach, cantaloupe, cucumber, tomato, squash, brussel sprout, broccoli, turnip, brome, alfalfa, big trefoil, beardless, wildrye, vetch timothy, crested wheatgrass).",No Effect,Upper Limit,1500,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
788,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"Tolerant crops (beet, zucchini, canola, sorghum, oat hay, wheat hay, brume, tall fascue, sweet clover, perennial ryegras).",No Effect,Upper Limit,2500,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
789,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,"Very tolerant crops (asparagus, soybean, safflower, oats, rye wheat, sugar beet, barley, barley hay, tall wheatgrass).",No Effect,Upper Limit,3500,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
790,dissolved solids (filterable residue),Dissolved,EMS_0007,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,3000,,mg/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
791,Gas Pressure,Total,EMS_TGP_,(NA),Aquatic Life - Freshwater,Water,Short-term acute,30,5,mean,,,,"At sea level, maximum gas pressure <= or 110%.  If background levels are higher than recommended guidelines then no increase in excess gas pressure or total gas pressure.  For hatchery environments: maximum excess gas pressure = 24 mmHg (or 103% at sea level; excess gas pressure = 0 mmHg when partial pressure of dissolved oxygen is <= 100 mm Hg.",No Effect,Upper Limit,76,,mmHg,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-tech.pdf
792,Gas Pressure,Total,EMS_TGP_,(NA),Aquatic Life - Marine,Water,Short-term acute,30,5,mean,,,,"At sea level, maximum gas pressure <= or 110%.  If background levels are higher than recommended guidelines then no increase in excess gas pressure or total gas pressure.  For hatchery environments: maximum excess gas pressure = 24 mmHg (or 103% at sea level; excess gas pressure = 0 mmHg when partial pressure of dissolved oxygen is <= 100 mm Hg.",No Effect,Upper Limit,76,,mmHg,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/totalgas-tech.pdf
793,Toxaphene,Total,EMS_T014,(8001-35-2),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
794,Toxaphene,Total,EMS_T014,(8001-35-2),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00011,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
795,Triallate,Total,EMS_T082,(2303-17-5),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,230,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
796,Triallate,Total,EMS_T082,(2303-17-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.24,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
797,Tribromomethane (bromoform),Total,EMS_B013,(75-25-2),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
798,Trichlorfon,Total,EMS_T088,(52-68-6),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,a.i. = active ingredient,No Effect,Upper Limit,0.009,,ug a.i./L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
799,Trichloromethane (chloroform),Total,EMS_C032,(67-66-3),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
800,Trichloromethane (chloroform),Total,EMS_C032,(67-66-3),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,1.8,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
801,Trifluralin,Total,EMS_T015,(1582-09-8),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,45,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
802,Trifluralin,Total,EMS_T015,(1582-09-8),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
803,Turbidity,Total,EMS_0015,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU. Change from background of 20% when background > 50 NTU.,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
804,Turbidity,Total,EMS_0015,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"Change from background of 5 NTU when background is <= 50 NTU. Change from background of 10% when background > 50 NTU.
",,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
805,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Estuarine,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
806,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
807,Turbidity,Total,EMS_0015,(NA),Aquatic Life - Marine,Water,Short-term acute,1,1,max,"During clear flows or in clear waters: change from background of 8 NTU at any one time for a duration of 24 hours in all waters.  When background is 8-50 NTU during high flows or in turbid waters: change from background of 5 NTU at any time. When background is >50 NTU at any time during high flows or in turbid waters: change from background of 10%.
",,,Further guidelines for total suspended solids and streambed substrate composition is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
808,Turbidity,Total,EMS_0015,(NA),Drinking Water,Water,Narrative,1,1,max,"For raw drinking water with treatment for particulates: When natural background turbidity is <= 50 NTU,  the change from background turbidity should not exceed 5 NTU. When natural background turbidity is > 50 NTU, the change from background should not exceed 10%.  For raw drinking water without treatment for particulates: <= 1 NTU. ",,,,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
809,Turbidity,Total,EMS_0015,(NA),Wildlife,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU.  Change from background of 20% when background > 50 NTU.,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
810,Turbidity,Total,EMS_TURF,(NA),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,Change from background of 10 NTU when background is <= 50 NTU. Change from background of 20% when background > 50 NTU.,,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
811,Turbidity,Total,EMS_TURF,(NA),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,"Change from background of 5 NTU when background is <= 50 NTU. Change from background of 10% when background > 50 NTU.
",,,Further guidelines for total suspended solids is available in the overview and technical reports.,No Effect,Upper Limit,,,NTU,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_overview.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_env_turbidity_waterqualityguideline_technical.pdf
